,Title,Author,Poem
769,লাবণ্যের লতা,হেলাল হাফিজ,"দুরভিসন্ধির খেলা শেষ হয়ে কোনোদিনদিন যদি আসে,এই দেশে ভালোবেসে বলবে মানুষ,অনন্বিত অসন্তোষ অজারকতার কালে এসেলাবন্যের লকলকে লতা এক খুব কায়ক্লেশেএকদিন তুলেছিলো বিনয়াবনত মাথাএতোটুকু ছিলো না দীনতা। অকুলীন এই দিন শেষ হয়ে কোনোদিনদিন যদি আসে,শুভ্রতায় স্নিগ্ধতায় সমুজ্জল মানুষ এদেশেবলবে সূর্যের দিকে ছিলো সেই লতাটির মুখবলবে মাটির সাথে ছিলো তার গাঢ় যোগাযোগ,কিছু অক্সিজেন সেও দিয়েছিলোনিয়েছিলো বিষবলবে পুষ্পিত কিছু করেছিলো ধূসর কার্নিশ। ভালোবাসাবাসিহীন এই দিন সব নয়– শেষ নয়আরো দিন আছে,ততো বেশি দূরে নয়বারান্দার মতো ঠিক দরোজার কাছে। ৩০.১০.৮১।  "
770,শামুক,হেলাল হাফিজ,"‘অদ্ভুত, অদ্ভুত’ বলেসমস্বরে চিৎকার করে উঠলেন কিছু লোক।আমি নগরের জ্যেষ্ঠ শামুকএকবার একটু নড়েই নতুন ভঙ্গিতে ঠিক গুটিয়ে গেলাম,জলে দ্রাঘিমা জুড়েযে রকম গুটানো ছিলাম,ছিমছাম একা একা ভেতরে ছিলাম,মানুষের কাছে এসেনতুন মুদ্রায় আমি নির্জন হলাম,একাই ছিলাম আমি পুনরায় একলা হলাম। ২৯.৭.৮০  "
771,সম্প্রদান,হেলাল হাফিজ,"ভাদ্রের বর্ধিত আষাঢ়ে সখ্য হয়েছিলো।সে প্রথম, সে আমার শেষ। পথে ও প্রান্তরে, ঘরে,দিনে রাতে, মাসে ও বছরেসমস্ত সাম্রাজ্য জুড়েসে আষাঢ় অতোটা ভেজাবে আমি ভাবিনি কসম। আমার সকল শ্রমে, মেধা ও মননেনিদারুণ নম্র খননেকী নিপুণ ক্ষত দেখো বানিয়েছে চতুর আষাঢ়। একদিনসব কিছুছিলো তোরডাক নামে,পোড়ামুখীতবু তোরভরলো না মন,—এই নে হারামজাদী একটা জীবন। ৭.১২.৮০  "
772,সুন্দরের গান,হেলাল হাফিজ,"হলো না, হলো না।শৈশব হলো না, কৈশোর হলো নানা দিয়ে যৌবন শুরু, কার যেনবিনা দোষে শুরুটা হলো না।হলো না, হলো না।দিবস হলো না, রজনীও নাসংসার হলো না, সন্ন্যাস হলো না, কার যেনএসব হলো না, ওসব আরও না।হলো না, হলো না।সন্দুর হলো না, অসুন্দরও নাজীবন হলো না, জীবনেরও না, কার যেনকিছুই হলো না, কিচ্ছু হলো না।হলো না। না হোক,আমি কী এমন লোক!আমার হলো না তাতে কি হয়েছে?তোমাদের হোক। দৈনিক যুগান্তর, ঈদ সংখ্যা ২০০৮ কাব্য গ্রন্থঃ কবিতা একাত্তর"
773,হিজলতলীর সুখ,হেলাল হাফিজ,"বলাই বাহুল্য আমি রাজনীতিবিদ নই, সুবক্তাও নইতবু আজ এই সমাবেশে বলবো কয়েক কথাসকলের অনুমতি পেলে।–’বলুন, বলুন’।রঙিন বেলুন দিয়ে মন ভোলানোর কোনো ইচ্ছে আমার নেই,উপস্থিত সুধী, কেউ ভুলে মনেও করবেন না আমিপারমিট, পেঁয়াজ আর পারফিউম ন্যায্যমূল্যে দেবো।–’পেঁয়াজটা পেলে ভালো হত’।আর কতো? যারা দিতো তারা আর দেবে না বলেছে।–’কী হবে? কী হবে এখন উপায়’?হেলায় খেলায় হয়েছে অনেক বেলা ফুরিয়েছে দিনঅবহেলা প্রপীড়িত মানুষেরা শোধ চায় ঋণ,তবু দেবে, ভাত দেবে–ভোট দেবে, তবেসামান্য তক্‌লিফ করে মাঝে মধ্যে গ্রামে যেতে হবে।–তবে কি সত্যি সব যা কিছু রটেছে’?ঘটনা ঘটেছে এক মারাত্মক স্বাধীনতা উত্তর এদেশেপ্রাপক দিয়েছে জেনে কারা ভদ্রবেশেহিজলতলীর সুখ জবর দখল করে রেখেছে এদ্দিন,একটা কিছু তো আজ যথার্থই খুব সমীচীন। ৪.১২.৮১  "
774,হিরণবালা,হেলাল হাফিজ,"হিরণবালা তোমার কাছে দারুন ঋণী সারা জীবনযেমন ঋণী আব্বা এবং মায়ের কাছে। ফুলের কাছে মৌমাছিরাবায়ুর কাছে নদীর বুকে জলের খেলা যেমন ঋণীখোদার কসম হিরণবালাতোমার কাছে আমিও ঠিক তেমনি ঋণী। তোমার বুকে বুক রেখেছি বলেই আমি পবিত্র আজতোমার জলে স্নান করেছি বলেই আমি বিশুদ্ধ আজযৌবনে এই তৃষ্ণা কাতর লকলকে জিভএক নিশীথে কুসুম গরম তোমার মুখেকিছু সময় ছিলো বলেই সভ্য হলোমোহান্ধ মন এবং জীবন মুক্তি পেলো। আঙুল দিয়ে তোমার আঙুল ছুঁয়েছিলাম বলেই আমারআঙুলে আজ সুর এসেছে,নারী খেলার অভিজ্ঞতার প্রথম এবং পবিত্র ঋণতোমাকে নিয়ে কবিতা লিখে সত্যি কি আর শোধ হয়েছে?  "
775,হৃদয়ের ঋণ,হেলাল হাফিজ,"আমার জীবন ভালোবাসাহীন গেলেকলঙ্ক হবে কলঙ্ক হবে তোর,খুব সামান্য হৃদয়ের ঋণ পেলেবেদনাকে নিয়ে সচ্ছলতার ঘর বাঁধবো নিমেষে। শর্তবিহীন হাতগচ্ছিত রেখে লাজুক দু’হাতে আমিকাটাবো উজাড় যুগলবন্দী হাতঅযুত স্বপ্নে। শুনেছি জীবন দামী, একবার আসে, তাকে ভালোবেসে যদিঅমার্জনীয় অপরাধ হয় হোক,ইতিহাস দেবে অমরতা নিরবধিআয় মেয়ে গড়ি চারু আনন্দলোক। দেখবো দেখাবো পরস্পরকে খুলেযতো সুখ আর দুঃখের সব দাগ,আয় না পাষাণী একবার পথ ভুলেপরীক্ষা হোক কার কতো অনুরাগ। ২২.৬.৮৩  "
776,১৪০০ সাল,আবিদ আনোয়ার,"আজ ভোরে সূর্য নয়দিগন্ত রাঙালো নিজে রবীন্দ্র ঠাকুর:শ্মশ্রুময় দেবকান্তি, অমিতাভ চিবুকের নূরছড়ালো রৌদ্রের মতোযেন এই অপ্রাকৃত আকাশের নীললক্ষকোটি জাগর জোনাকি নিয়েকরে ঝিলমিল! প্রশ্নচিহ্ন হয়ে জ্বলে চেতনার গভীর ভেতরে “কে তুমি পড়িছ বসি আমার কবিতাখানিকৌতূহল ভরে?” দিগন্তে তাকিয়ে দেখিফ্যালফ্যাল চেয়ে আছে মহান কাঙাল কেঁপে ওঠে ইতস্তত ভ্রষ্ট মহাকাল। গীতাঞ্জলি হাতে নিই ঝেড়েমুছে ধুলা:হঠাৎ পালাতে গিয়ে লজ্জা পেলো গুটিকয় কালের আরশুলা।"
777,অভিযাত্রীর খেরোখাতা,আবিদ আনোয়ার,"দেখে নিয়ো এই মাতাল তরণিহারাবে না কোনো অপকুয়াশার ঘোরে:অবচেতনের গহীনেও দেখি প্রোজ্জ্বল বাতিঘর!ঘূর্ণির মহাসমুদ্রে ঘুরে ঘুরেঅবশেষে ঠিকই পেয়ে যাবে বন্দর। বাঁধা বৃত্তের পরিধি পেরোয় কেন্দ্রাপসারী ঘোড়াঅসম্ভবের দড়ি ছেঁড়ে তবু সরল রেখায় ছোটে, এলোমেলো কিছু ডিগবাজি আর দুলকির নামও চাল;আপাত বেতাল ভাঁড়ের তামাশা অর্থের পায়ে লোটে। কালোয়াত, তুমি কতদূর যাবে কেন্দ্র তোমাকে টানে!বৃত্তাবদ্ধ জীবনের কিছু হলো কি সম্প্রসার?প্রবীণ ব্যাঙমা ছানি পড়া চোখে বিস্ময়ে চেয়ে দেখে:নবীন পাখিরা চিরায়ত খড়ে গড়ে আজও সংসার।"
778,অ্যাকুরিয়াম,আবিদ আনোয়ার,"জলেই থাকি কিন্তু তবু মাছের থেকে দূরেঘর বেঁধেছি স্বচ্ছ বালি, জলজ ক্যাকটাসে;রুই কাতল ও টাকির মেকি ফেনানো বুদ্বুদেমন মজেনি, ঘুচাতে চাই মীনের পরিচয়। আমার ঘরে নৈশব্দ্যও শব্দ থেকে দামী:ফ্রাই উপমা, সিদ্ধ ধ্বনি, কল্পনা চচ্চরি,প্রতীক পরাস্বপ্নে চলে অলীক খাওয়া দাওয়া;যুগান্তরের পোশাক প’রে ঢুকছে যুগের হাওয়া! আমার ঘরে আসলে তুমি পেরিয়ে কাচের বাধাদেখতে পাবে তেজস্ক্রিয় শাশ্বত এক নুড়ি,সান্দ্র আলোর ফিনকি দিয়ে সত্য করে ফেরি,একটু ছুঁ’লেই ছলকে ওঠে সমুদ্র কল্লোলও। যুগের তালে কানকো নাড়ে তিন পাখার এক মাছপটভূমি স্বচ্ছ বালি, জলজ ক্যাকটাস..."
779,আপন দর্পণে,আবিদ আনোয়ার,"নির্জনতাই প্রকৃত অর্থে আমার পরম সঙ্গী:হেঁটেছি মিছিলে, মুখর মেলায়,সময় কেটেছে হাজারও খেলায়জনকলরোলে সমষ্টি খায় ব্যষ্টির মনোভঙ্গি। নির্জনতাই বলে দেয় কিছু নির্জলা মহাসত্য:আমি চিনি এই আমার আমি কে,নারী চেনে তার প্রকৃত স্বামীকে,গোলামও ঝালায় প্রভুটার প্রতি কত তার আনুগত্য। আয়না কখনো মিথ্যা বলে না, ভড়ংয়ের জানে অর্থযে নারীকে দেখে আসর মাতালবাড়ি ফিরে সেও ধুয়ে ফেলে গাল:বানানো তিলের নিচে ভেসে ওঠে নষ্ট ব্রণের গর্ত!"
780,আবিদ আনোয়ার (১৯৫০ ?),আবিদ আনোয়ার,"কি হে, আমার জন্মসালের পরে আবার প্রশ্নবোধক চিহ্ন কিসের?কালজ্ঞরা, ওসব দিয়ে বুঝাতে চাস কী?কবির শুধু জন্ম আছে, প্রজন্ম তো মর্ত্যকীটের;ব্র্যাকেট দিয়ে আঁকবি তোরা আয়ুর পরিধি? কবি কেবল উড়াল জানে, পাখিই ফেরে ঘরে:কষ্টে কোঁথে ডিম পাড়ে আর শোনায় দু'টো গান,হলুদ ঠ্যাং এ খুঁড়িয়ে শেষে বুক চিতিয়ে মরে;অন্তবিহীন শিস কাটে তো কবির কলগান । চিহ্ন যদি দিবিই তবে শোন:ড্যাশের পরিবর্তে দিবে আগুনমুখো তীর 🡒(দেখেনি যা পাণ্ডবেরা কিংবা কোনো দ্রোণ)তারপরে দে ইনফিনিটি..ইনফিনিটি..∞কাফন ফুঁ'ড়ে জন্ম নেবো বজ্র দধীচির!"
781,আমি কার খালু,আবিদ আনোয়ার,"ধীরে ধীরে হাট ভাঙছে,অন্ধকার টেনে ধরছে দিগন্তের ফিকে লালসালু ডেকেছি বিস্তর তবু কেউ এসে বলে নাই আমি কার খালু! উল্লোল বাজারি শব্দে ডুবে গেছে হার্দ্য এই ডাক,বিপণি বিতান থেকে মাছের মহাল, মায় অন্ধগলি ঘুরেছি বেবাক;কানফাটা শোরগোলেও কেউ কিছু ভোলে নাই কার কী ভূমিকা:লাভ বুঝে দর হাঁকে বিক্রেতারা,ক্রেতা কেনে দেখে দেখে ফর্দে কী কী লিখা।দুরস্ত সাহেব সুবো, মলিন ভিখিরি থেকে উলঙ্গ টোকাইএ হাটে সবাই ব্যস্ত আমি শুধু দিগ্ভ্রান্ত কিছু মনে নাইকী করতে এসেছি আর হারিয়েছি কাকে নাকি নিজেকেই খুঁজি!ছিলো কি আমার কোনো ঠিকানা ও নিজস্ব ঠিকুজি? জানিও না এই হাটে কে আছেন এমন দয়ালুআমাকে যাবার আগে ঠিকঠাক বলে দেবে আমি কার খালু!"
782,ঈগল ও ঈশ্বর,আবিদ আনোয়ার,"আকাশে চক্কর কেটে গিরিশৃঙ্গে বসে আছে বিশাল ঈগলশ্যেনদৃষ্টি দিয়ে চষে আপন ব্রহ্মাণ্ড তার―ডাঙা থেকে জল:মীনরাজ্যে রাঘবেরা লেজ নাড়ে বিলে কিংবা খাদে,ছাগ মেষ মৃগশিশু অকারণে লাফায় আহ্লাদে,মায়ের সতর্ক দৃষ্টি এড়িয়ে কখনো যদি দূরে চলে যায়ইঙ্গিতে উঁচিয়ে গ্রীবা ডেকে আনে আপন ভাষায়;ক্ষুধার পীড়নে কারও কখনোবা মনে পড়ে মায়ের ওলাননিজদায়ে ফিরে এসে মাতৃসুধা অমৃতের মতো করে পান। বুলিয়ে লোলুপ দৃষ্টি মনে মনে হেসে ওঠে অন্য একজনসুউচ্চ পৈঠায় বসে গোপনে গোপনে করে দীর্ঘ নিরীক্ষণ;মাৎস্যন্যায়ে যে বোয়াল সরপুঁটিকে করেছে হজমবিলের সম্রাট ভেবে বোঝে না সে তারও আছে যম। নধর ছাগলছানা এবং ঈগল দু’জনকেই গড়েছেন বিধিতবুও শেষোক্তজন গুণেমানে ঈশ্বরের যোগ্য প্রতিনিধি:দু’জনই আকাশচারী নিজ নিজ শিকারের দৃষ্টি থেকে দূরেঅমোঘ থাবায় গেঁথে শেষে তাকে নিয়ে যায় নিজ অন্তঃপুরে―ক্ষুদ্রতম কীট থেকে পিপীলিকা, নর নারী, শুণ্ডী ঐরাবতসীমিত আয়ুর শেষে কেউবা নরকযানে কেউ চড়ে চারু স্বর্গরথ। জীবের সুখাদ্য জীব―এই মর্মে বোঝা যায় ঈগলের খাঁই,তিনি কেন সর্বভুক যার কোনো ক্ষুধা তৃষ্ণা নাই?"
783,উত্তরপুরুষ,আবিদ আনোয়ার,"যাদের মাংসল পেশী ফুটে ওঠে সুলতানের নিবিড় তুলিতেতাদেরই উত্তরসুরী আমি এই বিবর্তিত অধুনাপ্রজাতিলোলচর্ম হয়ে আছি সময়ের কঠিন সংকটে। দ্রাবিড়সম্ভূত কিছু তামার প্রতিমাতাকতের লাবণ্য ঝরাতো ভোরের রোদের মতো;নূব্জদেহে চলে ফেরে যে আমার বৃদ্ধ পিতামহতাঁকেই ফসিল করে মাঝেমাঝে পাঠ করিনৃতত্ত্বের নিগূঢ় রহস্যাবলি:মুমূর্ষু গণ্ডার বলে মনে হয় তাঁকেযে তিনি পাতালগামী হবেন জেনেওজীবনের পক্ষ নিয়ে এমন গোঙানযেন সম্মিলিত ধ্বনি আসে চর দখলের;খোঁজেন বাসকপাতা, অশোকের ছাল,কখনোবা বাঘমার্কা বাতের মালিশ! অথচ আশ্চর্য তারই অধস্তন উত্তরাধিকারীবাতের চেয়েও গূঢ় অলিখিত কী এক অসুখেতেত্রিশেই জবুথবু বৃদ্ধ হয়ে আছি!"
784,উত্তরাধুনিক বৃষ্টিপাত,আবিদ আনোয়ার,"পরাবাস্তব বৃষ্টিতে ভেজে বগলের বর্ষাতি শুকনো আষাঢ়, মিছে গর্জায় আকাশের কালো হাতি;কখনো ধূসর নীলিমায় শু’য়ে গর্ভিনী কোনো মোষহতাশার মতো প্রসব করছে সাদা সাদা খরগোশ! এ আষাঢ় যাবে সাদাকালো আর নীলের কোলাজ দেখে?বর্ষাসংখ্যা সাময়িকী জুড়ে মেঘের পদ্য লে’খে?ঈশানের দিকে চেয়ে দেখি যেই জমছে সম্ভাবনা‘বৃষ্টি হবে না’ ঘোষণায় বলে ঢাকা বেতারের খনা। অবচেতনের কোথায় তবুও কদমের ঘ্রাণ পাই:অলীক জলের শিহরণে কাঁপে করিডোরে বনসাই স্মৃতির ভেতরে পাঠশালা ভেজে, থকথকে বইখাতা;আমি আর সাজু মাথার উপরে যৌথ কলার পাতা। ভেজা কিশোরীর শরীরের ঘ্রাণে সম্বিতে ফিরে দেখিচৈত্রের মতো গদ্যরমণী চোখ ঠারে তার মেকি।বৃথা শৃঙ্গারে শরীর কাঁপিয়ে শুয়ে পড়ি নিজ খাটে,কামনার জলে “বঁধুয়া ভিজিছে দেখিয়া পরান ফাটে...” করাতকলের শব্দেরা বোনে বর্ষাধুমল রাত আগামী শাওন বৃথা যাবে না তো, হবে কি বৃষ্টিপাত?"
785,এক উলুঝুলু চিত্রকরকে দেখে,আবিদ আনোয়ার,"কখনো নিবিষ্টমনে নোনাধরা দেয়ালে তাকালে অথবা যখন দেখি শকুনেরা ডানা ঝাড়ে রক্তবর্ণ শিমুলের ডালেতোমার চিত্রের চেয়ে বেশি দামী শিল্প চোখে পড়ে ছাঁটো এ রবীন্দ্র দাড়ি, অযথা ভড়ং কেন ঝোলা আর মলিন খদ্দরে? আসলে তোমার চেয়ে প্রকৃত বাউণ্ডুলে এই শরতের মেঘভেতরে কান্নায় ভেজা, চেপে রেখে তবু তার সমূহ আবেগবাউল স্বভাবে ঘোরে এবং এই ঔদাসীন্য তাকে শোভা পায়:নীলের ক্যানভাসে দেখি নিজেই চিত্রিত হয়েকী সহজে শিল্প হয়ে যায়! তোমার ইজেলে কত রঙ ধরে জানি সেও হাঁড়ির খবর,প্রকৃত জলের ছবি জলরঙে এঁকেছে কি কোনো চিত্রকর?দেখেছি রোদেল দিনে মাঝেমাঝে গূঢ় কার তুলিঅনায়াসে এঁকে ফেলে অস্তরাগে বেজে ওঠা রঙিন গোধূলি।সোহেলীর ঠোঁট দেখে লিওনার্দো দ্যভিঞ্চিও হারাবেন দিশা,হাসির বিশুদ্ধ কলা শিখে নেয় ওকে দেখে ব্যর্থ মোনালিসা! খুঁটিতে ছাগল বেঁধে এইসব আঁকিবুকি ছাড়ো সাগ্রহে জীবন প’ড়ে আমি আঁকি শব্দচিত্র, তুমি কি তা পারো?"
786,এলিয়টকে চৌদ্দপঙক্তি,আবিদ আনোয়ার,"দ্রুতই নিষ্পত্তি হতো, কথা ছিলো বাঁধবে না গোল;কালের প্রকৃতিবিদও মোটামুটি মেনে নিয়েছিলোক্রমশ ধূসর রঙে ছেয়ে যাবে বেবাক ভূগোলকিন্তু ক'টি পাখি শুধু প্রতিবাদে ফেটে পড়েছিলো। বস্তুত স্বভাববশে পাখিরাই কথা বলে ফেলে;বারুদের স্তূপে ব'সে বেলেহাজ পুচ্ছ নাচাবেইএবং এই রাষ্ট্রতন্ত্রে কলস্বরা পাখিদের জেলেপাঠাবারও কোনোরূপ বন্দোবস্ত আপাতত নেই। বিহঙ্গ মানেই বুঝি ওড়াওড়ি নিবিড় হাওয়ায়অথবা নিকুঞ্জে বসে গেয়ে চলা স্বাধীন সঙ্গীতঅথচ তোমার দ্বীপে যতদূর দৃষ্টি দেয়া যায়হলুদাভা চোখ ঠারে, কেঁপে ওঠে সবুজের ভিত। হয়তো কালের পোকা কুরে কুরে সবকিছু খাবে কোনো কোনো পাখি তবু সবুজের পক্ষে থেকে যাবে।"
787,কদম মাঝির স্বগতোক্তি,আবিদ আনোয়ার,"বিষ্টি শ্যাষ অহনও হওয়ার তোড়ে দানবের তেজয্যানো কোনো বেলেহাজ কামুক ইতরনারাজি ছেমড়ির মতনাওডারে ঠেইল্লা নিবো জলিধান খেতের ভিতর!যতই বৈডা মারি, দুই ধার লগ্গি মারে তাগড়া দুই পোলাগলুই লড়ে না দেহি জিনের আছরে নায়ে উল্ডা পাল তোলা! নাওরে নাও, মনে নাই: হেই ভরা যৈবনের কালেহুঁতের উজানে বা'য়া তরতরায়া গেছি গিয়া মান্দারের খালে...ভরা কাটালের দিনে আওলা ঝাওলা অয়ে গেলে মনআচম্বিতে গলা মারতো মারফতির টানদেখিছি গাঙের ঘাটে ক্যামন ট্যারায়া চায় কলিমের বইন থিকা বেওয়া নূরজাহান ।বেচইন মনের তারে টুনটুনায়া মরি' গেছে আরো কত গানয্যামুন লগ্গির ঘায়ে লুদের ভুরভুরি ওডে খইয়ের লাহান ।গেছেগা গানের গলা, কী আছে কইতে আর করি না কসুর:নদীর মাছের লগে কই জানি চইল্লা গেছে নিকিরির সুর । আমার কতা কী কমু, ঘুণে ধরা দেহি তর নিজেরও যৈবন,ঝাড়েবংশে জেল্লাদার ফড়িয়া পাইকার আর ধূর্ত মহাজন ।"
788,কবলিত মানচিত্র,আবিদ আনোয়ার,"আমারও মগজে ব'সে কদাকার চঞ্চু ঠোকে শতকের চিলতবু কোনো অন্তর্গত বাঁচার আবেগেআমি ঠিক সেরে উঠি দুর্ঘটনা কবলিত পেশীর নিয়মে সেরে গেছে প্রমিথিউস,বৃক্ষের বাড়ন্ত কোষ দিনে দিনে ঢেকে ফেলে তাবৎ খোড়ল। যে নারী যুদ্ধের কাছে তার প্রিয় পুরুষ হারালোসেও ঠিক ফিরে গেছে অন্য কোনো নায়কের ঘরে;জীবনের গতিধারা রুখতে পারে না কোনো দুর্যোগের ঢেউ:হলুদের ছোপ লাগা শীতের বাগানেযুগপৎ পাতা ঝরে, গজায় মুকুল,মৃতের করোটি ফুঁড়ে ফুটে ওঠে ভাগাড়ের ফুল। নিরিবিলি ক্ষতস্থান চেটেআহত হরিণ যায় চারণভূমিতে,বারুদের গন্ধ শুঁকে সাহসী পাখির ঝাঁক ফিরে যায় বিলে আমিও তেমনি যেন কালের কয়েদী, গায়ে তবু জীবনের জামা,স্বপ্নখেকো সময়ের বীভৎস থাবার পাশেঅবাক জ্বালিয়ে রাখি ব্যক্তিগত চাঁদের পূর্ণিমা।"
789,কবি,আবিদ আনোয়ার,"আমার শৈশবে নাকি মাকে ডেকে বলেছিলো ময়াজ ফকির:সেরেক বিন্নির সাথে নবান্নের ক্ষীররেঁধে শিন্নি দিবি খুশিমনে বাবার দরগায়;সেখানে যে আধল্যাংটা পাগলাটা নিজহাতে ক'ষে চড় খায়গাউসুল আজমের দিদার পায়নি বলে,কখনো উদাস ব'সে খোলামেলা আকাশের তলে""রে দয়াল, আটকে আছি ভবানীর হাটে""ব'লে উল্টোপাল্টা গান গায় শেওলা পড়া পুকুরের ঘাটেউদোম ছেলেকে দিয়ে কোনোমতে ছুঁয়ে নিস্ তাকে.... অথচ বোঝেননি তিনি অছিলার গৈবী এনে বানালেন কাকে! আরে! এ তো সেই দরগা তলার ভাঙা শানের চাতালে বসা ল্যাংটাটারই মতো!ঝিনুকের ঢঙে পরানটা খুলে সোনার পেরেকে করছে আহতনিজেকেই। হায় হায়, মানুষের মেল থেকে পরিত্যক্ত প্রায়তুমুল বিষয়ী রণে রাস্তার পঙ্গুটা তার ছেলেকে ডিঙিয়ে যায়। এদিকে দরগার চেয়ে আরো বেশি রহস্যখচিত পরীর কাঁকালেছেলে তার ঘোরে ফেরে; ঘুমে নয়, স্বপ্নে নয়, বিশুদ্ধ সকালেদেখে সূর্য ভেঙে খান খান কেঁপে ওঠে গোপন সন্ত্রাসে;কখনো নিজেরই কবরের পাশে দাঁড়িয়ে দাঁড়িয়ে হাসে! নরকের ফেরেস্তার মতো গনগনে বয়লার ঘেঁটেতুলে আনে আগুনের ফুল, নাকি তারই আত্মাটা কেটেমুক্তোর দানার মতো উলুবনে ছড়াবার দায়িত্ব নিয়ছে সে!তাকে দেখে হে হেক'রে হাসে কিছু বুদ্ধিমান প্রাণী; ভণ্ড আলোচকটিকা ও টিপ্পনি কাটে: এ যে দেখি হংসপালে বকযথা গুণবান কবি,চাঁড়ালের বাচ্চা হয়ে এ ও দেখি হতে চায় শাশ্বতের নবী! কখনো ঘুণের মতো কাটে তার শব্দাবলি নিজেরই অহং,প্রায়শ আকাশ ফুঁড়ে দাঁতহীন ভেংচি কাটে ময়াজ স্বয়ং।"
790,কার্যকারণ,আবিদ আনোয়ার,"নিজেরই দুধের ভাণ্ডে মাঝেমাঝে লাথি মারে ছৈরতের গাই কারণ খোঁজো না যদি আকষ্মাৎ কোথাও পালাই । আমি এক পক্ষিণীকে চিনিযে তার খয়েরি ডিমে ক'সপ্তাহ তা দিয়েছে প্রায় প্রতিদিনই,তারপর হঠাৎ উধাও পড়ে আছে খড়কুটো, তুলার বলের মতো অর্ধস্ফূট একজোড়া ছাও । কী এমন হয়েছিলো? বড়জোর এই বলা যায়:হয়তো আকাশ তাকে ডেকেছিলো মৌন ইশারায়! আমাকেও যেতে হবে, হয় যদি হোক পরপারে আমি ফের জন্ম নেবো অন্য কোনো সুতীব্র চিৎকারে ।"
791,কালের অদৃশ্য কামড়,আবিদ আনোয়ার,"স্বভাবে চঞ্চলমতি অদম্য অপার তার ভাঙনের তৃষাদেহ তার “কবেকার অন্ধকার বিদিশার নিশা”মুখের ব্যাদান সে ও চর্মচক্ষে দৃশ্যমান নয় একটাই ব্রত তার: ক্ষমাহীন অনিবার্য ক্ষয়। মূলতই সর্বগ্রাসী, কিছুতেই নেই তার কোনোই অরুচি: জড় খায়, প্রাণী খায়, পাহাড় পর্বত খায় ক’রে কুচিকুচি।জীবন ও যৌবন খায়, খেয়ে ফেলে পীনোন্নত যুবতীর স্তন,একে একে পেটে গেছে নদী ও সমুদ্র থেকে বন উপবন।মিশরীয় পিড়ামিড, গৌতমের মূর্তি থেকে রোমান খাম্বায়,খাজুরাহো কোনারকে পাথুরে নিতম্বে তার কামড়ের চিহ্ন দেখা যায়।"
792,কীর্তনের আসরে একদিন,আবিদ আনোয়ার,"আসর ভরা নারী পুরুষ,গাইছে ভালো শিবু কীর্তনিয়া বাহুলগ্ন তুমি ও আমি আবেগে আপ্লুতশিবু যখন বিস্তারিলো রাধার পরকীয়াহঠাৎ দেখি তোমার হাত আমার মুঠোচ্যূত! দূরের কোনো বাদাড় থেকে বুনো ফুলের ঘ্রাণশুঁকতে গিয়ে চেনা গোলাপ ঠেকছিলো কি বাসি?শিবুর সুরে শুনছিলে কি বেগানা আহ্বান?পাশের কোনো বাড়িতে বাজে ব্রজের পোড়া বাঁশি! সেই যে কবে তোমার চোখে পদ্মদীঘি দেখেভেবেছিলাম এর গহীনে রত্ন আছে জমাডুব সাঁতারে অতল জলে তুলতে গিয়ে একেহাতড়ে দেখি কিছু তো নেই, ক্লেদজ নর্দমা!"
793,কোথায় বাপু যাই,আবিদ আনোয়ার,"রুনুঝুনুর মেজোচাচাএবং তাদের চাচীআজকে যদি ঢাকায় তবেকালকে থাকেন রাচী,সিঙ্গাপুরে কাশেন তারাকাশ্মীরে দেন হাঁচি। বুক পকেটে পাউন্ড ডলারব্যাক পকেটে দিনার,মস্কো থেকে নাস্তা সেরেলন্ডনে খান ডিনার। জাপান ব’সে চা পান ক’রেবলেন তুলে হাই:এই পৃথিবী এত্তো ছোট,কোথায় বাপু যাই!"
794,কোলাজ,আবিদ আনোয়ার,নীলের ডোরাকাটা সবুজ মাছরাঙাগেঁথেছে লাল ঠোঁটে রুপালি মৌরলাবেরুবে ছাইরঙা গলিত বিষ্ঠায়তবু সে নিয়তিকে লেজের চাঁটি মারেঅপার নিষ্ঠায় জানালা খুলে ব’সে প্রায়শ রাতে দেখি আকাশে দল বেঁধে মেঘেরা খেলা করে হা করা কালো তিমি চাঁদকে গিলে খায় আঁধার পেট ফুঁড়ে তবুও প্রাণপণে জোছনা ঝলকায় নিবিড় চাষী জানে মাটির কোপনতাকতটা আড়চোখে তাকায় ব্যর্থতাফসল খেয়ে ফেলে খরা ও বন্যায়খনাও বলেনি তো প্রকৃতি নিজে করেএতটা অন্যায় কিছুটা নিজে জানি বাকিটা মহাকাল দেয়ালে নোনা ধরে টেকে না জলরঙ (অজর পদাবলি বলে তো কিছু নাই) অন্ধ তুলি দিয়ে কালের ক্যানভাসে তবুও আঁচড়াই
